UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
yuvlux    316466  314559  316475  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316476  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316477  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316478  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316479  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316480  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316481  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316482  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316483  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316484  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316485  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316486  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316487  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316488  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316489  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316490  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316499  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316509  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316510  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316511  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316466  314559  316512  0   30 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316501    4170  316501  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316502  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316503  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316504  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316505  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316506  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  316507  0    8 19:45 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
yuvlux    316501    4170  330279  0    8 19:52 ?        00:00:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
root      316653       2  316653  0    1 19:46 ?        00:00:00 [kworker/16:2-cgroup_free]
root      316657       2  316657  0    1 19:46 ?        00:00:00 [kworker/6:1-events]
yuvlux    317345   11010  317345  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317349  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317351  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317355  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317356  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317357  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317358  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317359  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317360  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317361  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317362  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317364  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317365  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317370  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317371  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317372  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317373  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317374  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317375  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317376  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317377  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317378  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317379  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317380  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317381  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317345   11010  317382  0   26 19:46 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317716   12073  317716  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317717  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317718  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317719  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317720  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317721  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317725  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317726  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317727  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  317728  0   17 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324955  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324956  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324957  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324958  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324959  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  324960  0   17 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317716   12073  330807  0   17 19:53 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317729  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317730  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317731  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317732  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317733  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317734  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317738  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317739  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317740  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  317741  0   11 19:46 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729   12073  330808  0   11 19:53 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      320395       2  320395  0    1 19:47 ?        00:00:00 [kworker/2:0-events]
root      320397       2  320397  0    1 19:47 ?        00:00:00 [kworker/18:1-events]
root      320692       2  320692  0    1 19:47 ?        00:00:00 [kworker/5:2-mm_percpu_wq]
yuvlux    323159   12073  323159  0   11 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    323159   12073  323160  0   11 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    323159   12073  323161  0   11 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    323159   12073  323162  0   11 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    323159   12073  323163  0   11 19:49 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
